sender,sender_type,sender_id,timestamp,meta,,Provo_ID,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,list,music_genres,offensiveness,pleasantness,position_correct,preference,response,response_action,song_name,sound,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,2_1_46,2021-03-07T12:58:16.910Z,,,54,,,,,,9.775000021349115,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ state --- ---- ------- -- ---- --- --<br>------- ------,39577.62500003446,39576.920000021346,39550.515,39546.63500003517,39567.145,39600.495,,46,state
screen,html.Screen,2_1_47,2021-03-07T12:58:16.940Z,,,54,,,,,,6.435000009012583,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- was ---- ------- -- ---- --- --<br>------- ------,39607.70000005141,39606.930000009015,39583.875,39577.870000037365,39600.495,39633.897,,47,was
screen,html.Screen,2_1_48,2021-03-07T12:58:16.971Z,,,54,,,,,,4.538000088068657,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- left ------- -- ---- --- --<br>------- ------,39639.130000025034,39638.435000088066,39617.225,39607.94000001624,39633.897,39667.252,,48,left
screen,html.Screen,2_1_49,2021-03-07T12:58:17.003Z,,,54,,,,,,2.938000091678987,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- without -- ---- --- --<br>------- ------,39670.89000006672,39670.19000009168,39650.583,39639.38000006601,39667.252,39700.558,,49,without
screen,html.Screen,2_1_50,2021-03-07T12:58:17.036Z,,,54,,,,,,2.0970000300658285,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- an ---- --- --<br>------- ------,39703.355000005104,39702.65500003006,39683.936,39671.195000060834,39700.558,39733.962,,50,an
screen,html.Screen,2_1_51,2021-03-07T12:58:17.081Z,,,54,,,,,,13.803000094660092,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- easy --- --<br>------- ------,39748.45500010997,39747.76500009466,39717.29,39703.62500008196,39733.962,39767.313,,51,easy
screen,html.Screen,2_1_52,2021-03-07T12:58:17.111Z,,,54,,,,,,11.097000028086768,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- ---- way --<br>------- ------,39779.1000000434,39778.41000002809,39750.641,39748.695000074804,39767.313,39800.674,,52,way
screen,html.Screen,2_1_53,2021-03-07T12:58:17.142Z,,,54,,,,,,8.691000110120513,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- ---- --- of<br>------- ------,39810.09000004269,39809.36500011012,39783.999,39779.335000086576,39800.674,39834.025,,53,of
screen,html.Screen,2_1_54,2021-03-07T12:58:17.173Z,,,54,,,,,,5.73000008091185,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- ---- --- --<br>raising ------,39840.48500005156,39839.75500008091,39817.296,39810.34500000533,39834.025,39867.382,,54,raising
screen,html.Screen,2_1_55,2021-03-07T12:58:17.204Z,,,54,,,,,,4.11300008672697,response,,,,100,,,,,,,Space,keypress(Space),,,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- ---- --- --<br>------- money.,39872.21500009764,39871.495000086725,39850.706,39840.72500001639,39867.382,39900.749,,55,money.
Item 100,flow.Loop,2_1,2021-03-07T12:58:17.208Z,,,,,,,,,10277.519000086726,completion,,,,,,,,,,,,,,,,,,,39876.09500007238,39871.495000086725,29577.296,29584.535000030883,29593.976,39900.749,,,
Question 1,html.Screen,2_2,2021-03-07T12:58:19.750Z,,,,,,true,TRUE,,2515.9360000619854,response,,,,,,,,,,,TRUE,click #choice-1,,,,,,,42417.49500005972,42416.68500006199,39884.064,39876.36500003282,39900.749,42419.026,,,
Question 2,html.Screen,2_3,2021-03-07T12:58:20.405Z,,,,,,true,FALSE,,653.3690000247007,response,,,,,,,,,,,FALSE,click #choice-2,,,,,,,43073.06000008248,43072.3950000247,42402.396,42417.65000007581,42419.026,43086.05,,,
End of Practice,html.Page,2_4,2021-03-07T12:58:22.343Z,,,,,,,,,1924.305000034903,form submission,,,,,,,,,,,,,,,,,,,45010.75000001583,45010.355000034906,43069.497,43073.205000022426,43086.05,45020.58,,,
Practice,flow.Sequence,2,2021-03-07T12:58:22.343Z,,,,,,,,,22419.313000034905,completion,,,,,,,,,,,,,,,,,,,45010.97500009928,45010.355000034906,22556.043,22573.590000043623,22591.042,45020.58,,,
Holding screen,html.Screen,3_0_0,2021-03-07T12:58:29.342Z,,,,,,,,,7004.593999999997,timeout,,,,,,,,,,,,,,,,,,,52009.35000006575,52008.616,45004.096,45011.18500006851,45020.58,52025.174,,,
screen,html.Screen,3_0_1_0,2021-03-07T12:58:31.560Z,,,2,,,,,,2201.8660000270465,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,Two ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,54228.140000021085,54227.040000027046,52008.616,52009.6800000174,52025.174,54243.471,,0,Two
screen,html.Screen,3_0_1_1,2021-03-07T12:58:31.904Z,,,2,,,,,,327.2890000314437,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- days ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,54571.57000002917,54570.76000003144,54227.107,54228.50500000641,54243.471,54577.024,,1,days
screen,html.Screen,3_0_1_2,2021-03-07T12:58:32.217Z,,,2,,,,,,306.6410000885153,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,"--- ---- later, --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------",54884.515000041574,54883.66500008851,54560.374,54571.82000007015,54577.024,54893.843,,2,"later,"
screen,html.Screen,3_0_1_3,2021-03-07T12:58:32.560Z,,,2,,,,,,332.92200002853497,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ the ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,55227.60500002187,55226.765000028536,54877.261,54884.77500004228,54893.843,55244.137,,3,the
screen,html.Screen,3_0_1_4,2021-03-07T12:58:32.928Z,,,2,,,,,,350.58300005189085,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- British ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,55595.64000007231,55594.72000005189,55227.415,55227.86000010092,55244.137,55611.038,,4,British
screen,html.Screen,3_0_1_5,2021-03-07T12:58:33.311Z,,,2,,,,,,367.63700002030237,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- astronomer ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,55979.54500000924,55978.6750000203,55594.387,55595.900000073016,55611.038,55994.619,,5,astronomer
screen,html.Screen,3_0_1_6,2021-03-07T12:58:33.711Z,,,2,,,,,,383.96600005677465,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- Richard ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,56379.44000004791,56378.58500005677,55977.972,55979.81000004802,55994.619,56394.877,,6,Richard
screen,html.Screen,3_0_1_7,2021-03-07T12:58:34.111Z,,,2,,,,,,383.61300005517114,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- Carrington<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,56779.345000046305,56778.49000005517,56378.248,56379.69500001054,56394.877,56795.144,,7,Carrington
screen,html.Screen,3_0_1_8,2021-03-07T12:58:34.511Z,,,2,,,,,,383.3410000403819,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>was --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,57179.35500002932,57178.48500004038,56778.503,56779.610000085086,56795.144,57195.407,,8,was
screen,html.Screen,3_0_1_9,2021-03-07T12:58:34.847Z,,,2,,,,,,318.96800002794043,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- observing --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,57515.20500006154,57514.37500002794,57178.773,57179.615000030026,57195.407,57528.914,,9,observing
screen,html.Screen,3_0_1_10,2021-03-07T12:58:35.262Z,,,2,,,,,,401.3360000922039,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- the ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,57931.055000051856,57930.2500000922,57512.304,57515.46500006225,57528.914,57945.899,,10,the
screen,html.Screen,3_0_1_11,2021-03-07T12:58:35.615Z,,,2,,,,,,336.3910000028336,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- interesting ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,58283.14500011038,58282.29000000283,57929.204,57931.315000052564,57945.899,58296.052,,11,interesting
screen,html.Screen,3_0_1_12,2021-03-07T12:58:36.030Z,,,2,,,,,,402.15300002242293,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- sunspot ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,58699.06000001356,58698.205000022426,58279.475,58283.400000073016,58296.052,58713.061,,12,sunspot
screen,html.Screen,3_0_1_13,2021-03-07T12:58:36.454Z,,,2,,,,,,408.96900008594093,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- group ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,59122.87500000093,59122.03000008594,58696.426,58699.305000016466,58713.061,59129.832,,13,group
screen,html.Screen,3_0_1_14,2021-03-07T12:58:36.926Z,,,2,,,,,,464.1630000029036,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- through ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,59594.82500003651,59593.995000002906,59113.368,59123.13500000164,59129.832,59596.932,,14,through
screen,html.Screen,3_0_1_15,2021-03-07T12:58:37.350Z,,,2,,,,,,421.0530000422441,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- his<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,60018.78000004217,60017.985000042245,59580.344,59595.085000037216,59596.932,60030.524,,15,his
screen,html.Screen,3_0_1_16,2021-03-07T12:58:37.702Z,,,2,,,,,,339.436000040012,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>telescope ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,60370.830000028946,60369.96000004001,60013.971,60019.04000004288,60030.524,60380.783,,16,telescope
screen,html.Screen,3_0_1_17,2021-03-07T12:58:38.134Z,,,2,,,,,,421.05200004931976,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- when -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,60802.665000082925,60801.83500004932,60364.17,60371.085000107996,60380.783,60814.402,,17,when
screen,html.Screen,3_0_1_18,2021-03-07T12:58:38.550Z,,,2,,,,,,403.44300009380095,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- he --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,61218.710000044666,61217.8450000938,60797.806,60802.92500008363,60814.402,61231.337,,18,he
screen,html.Screen,3_0_1_19,2021-03-07T12:58:38.942Z,,,2,,,,,,378.3580001083319,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- saw ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,61610.51500006579,61609.69500010833,61214.74,61218.9650000073,61231.337,61614.955,,19,saw
screen,html.Screen,3_0_1_20,2021-03-07T12:58:39.358Z,,,2,,,,,,410.71000008106057,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- what -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,62026.47000004072,62025.66500008106,61598.366,61610.770000028424,61614.955,62031.905,,20,what
screen,html.Screen,3_0_1_21,2021-03-07T12:58:39.782Z,,,2,,,,,,417.815000033268,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- he --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,62450.54000010714,62449.72000003327,62015.282,62026.740000001155,62031.905,62465.54,,21,he
screen,html.Screen,3_0_1_22,2021-03-07T12:58:40.158Z,,,2,,,,,,359.9600000353894,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- described -- ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,62826.51000004262,62825.50000003539,62448.899,62450.80000010785,62465.54,62832.393,,22,described
screen,html.Screen,3_0_1_23,2021-03-07T12:58:40.574Z,,,2,,,,,,409.15199999713514,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- as ---- -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,63242.365000071004,63241.54499999713,62815.787,62826.75500004552,62832.393,63249.209,,23,as
screen,html.Screen,3_0_1_24,2021-03-07T12:58:40.974Z,,,2,,,,,,392.251000071672,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,"--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ""two -------<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------",63642.26500003133,63641.460000071675,63232.749,63242.61000007391,63249.209,63649.454,,24,"""two"
screen,html.Screen,3_0_1_25,2021-03-07T12:58:41.414Z,,,2,,,,,,431.9010000311828,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- patches<br>-- --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,64082.1050000377,64081.35500003118,63633.007,63642.50499999616,63649.454,64099.934,,25,patches
screen,html.Screen,3_0_1_26,2021-03-07T12:58:41.838Z,,,2,,,,,,405.401000110789,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>of --------- ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,64506.16000010632,64505.33500011079,64083.297,64083.53000006173,64099.934,64516.874,,26,of
screen,html.Screen,3_0_1_27,2021-03-07T12:58:42.246Z,,,2,,,,,,397.20100009517773,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- intensely ------ --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,64914.930000086315,64914.07500009518,64500.186,64506.41000003088,64516.874,64917.061,,27,intensely
screen,html.Screen,3_0_1_28,2021-03-07T12:58:42.677Z,,,2,,,,,,427.97400000573543,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- bright --- ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,65345.88500007521,65345.03500000574,64900.502,64915.17500008922,64917.061,65350.739,,28,bright
screen,html.Screen,3_0_1_29,2021-03-07T12:58:43.077Z,,,2,,,,,,394.25600007368485,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ and ----- ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,65745.85500010289,65744.99500007369,65334.125,65346.120000001974,65350.739,65751.014,,29,and
screen,html.Screen,3_0_1_30,2021-03-07T12:58:43.485Z,,,2,,,,,,402.13100010572816,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- white ------ ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,66153.61500007566,66153.14500010572,65734.387,65746.09500006773,65751.014,66167.946,,30,white
screen,html.Screen,3_0_1_31,2021-03-07T12:58:43.957Z,,,2,,,,,,456.919000019785,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,"--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- light"" ---- --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------",66625.71000005119,66624.86500001978,66151.315,66153.72500009835,66167.946,66634.847,,31,"light"""
screen,html.Screen,3_0_1_32,2021-03-07T12:58:44.429Z,,,2,,,,,,462.07800007805054,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ over --- --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,67097.63500001281,67096.92500007804,66618.284,66625.94500009436,66634.847,67101.887,,32,over
screen,html.Screen,3_0_1_33,2021-03-07T12:58:44.901Z,,,2,,,,,,466.9480000418698,response,,,,1,A,,,,,,Space,keypress(Space),,lyrical,,,,--- ---- ------ --- ------- ---------- ------- ----------<br>--- --------- --- ----------- ------- ----- ------- ---<br>--------- ---- -- --- ---- -- --------- -- ---- -------<br>-- --------- ------ --- ----- ------ ---- the --------- --<br>------ - ---- -- --- ----------- ------- ---- ----- -----<br>--- -------- - ------ ---- -- ----- ---- --- --- -----------<br>-- -------,67569.70000010915,67568.83500004187,67085.228,67097.87000005599,67101.887,67585.546,,33,the
