sender,sender_type,sender_id,timestamp,meta,,Provo_ID,age,artist_name,correct,correctResponse,distraction,duration,ended_on,familiarity,gender,headphone_check_performance,item,music_genres,offensiveness,pleasantness,position_correct,preference,response,response_action,song_name,stimulus_1,stimulus_2,stimulus_3,text,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word,word_ID
screen,html.Screen,2_1_47,2021-03-07T04:19:23.548Z,,,54,,,,,,386.289999994784,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- was ---- ------- -- ---- --- --<br>------- ------,41556.449999974575,41555.649999994785,41152.773,41156.84000001056,41169.36,41569.563,,47,was
screen,html.Screen,2_1_48,2021-03-07T04:19:24.068Z,,,54,,,,,,506.09199999327393,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- left ------- -- ---- --- --<br>------- ------,42076.42499997746,42075.654999993276,41553.023,41556.68499995954,41569.563,42086.629,,48,left
screen,html.Screen,2_1_49,2021-03-07T04:19:24.476Z,,,54,,,,,,396.87099997299083,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- without -- ---- --- --<br>------- ------,42484.28999999305,42483.49999997299,42070.044,42076.6650000005,42086.629,42486.926,,49,without
screen,html.Screen,2_1_50,2021-03-07T04:19:24.876Z,,,54,,,,,,396.57399999627523,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- an ---- --- --<br>------- ------,42884.38000000315,42883.499999996275,42470.258,42484.529999957886,42486.926,42887.125,,50,an
screen,html.Screen,2_1_51,2021-03-07T04:19:25.307Z,,,54,,,,,,428.2699999832548,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- easy --- --<br>------- ------,43316.20000000112,43315.394999983255,42870.573,42884.62500000605,42887.125,43320.803,,51,easy
screen,html.Screen,2_1_52,2021-03-07T04:19:25.716Z,,,54,,,,,,403.3719999811874,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- ---- way --<br>------- ------,43724.99499999685,43724.17499998119,43304.192,43316.434999986086,43320.803,43737.756,,52,way
screen,html.Screen,2_1_53,2021-03-07T04:19:26.187Z,,,54,,,,,,457.53400000329566,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- ---- --- of<br>------- ------,44196.09499996295,44195.2900000033,43721.128,43725.234999961685,43737.756,44204.683,,53,of
screen,html.Screen,2_1_54,2021-03-07T04:19:26.627Z,,,54,,,,,,430.45199998953467,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- ---- --- --<br>raising ------,44635.93499996932,44635.13499998953,44188.099,44196.33999996586,44204.683,44638.327,,54,raising
screen,html.Screen,2_1_55,2021-03-07T04:19:27.299Z,,,54,,,,,,668.6479999558578,response,,,,100,,,,,,Space,keypress(Space),,,,,-- --- ---- --- ------ ----- ------- ---- -- --- ------- --<br>------- ---------- ------ -- ----- -- ----- -- ---- ------<br>--- ----- --- --- ------ -------- ----- --- ------ ----- --<br>----- ----- ---------- --- --- ------ ------ ---- -- ------<br>------- --- ------ ----- --- ---- ------- -- ---- --- --<br>------- money.,45307.77999997372,45306.974999955855,44621.706,44636.1700000125,44638.327,45322.122,,55,money.
Item 100,flow.Loop,2_1,2021-03-07T04:19:27.303Z,,,,,,,,,23450.222999955855,completion,,,,,,,,,,,,,,,,,45311.76000001142,45306.974999955855,21823.383,21831.754999991972,21856.752,45322.122,,,
Question 1,html.Screen,2_2,2021-03-07T04:19:30.128Z,,,,,,true,TRUE,,2813.367999956914,response,,,,,,,,,,TRUE,click #choice-1,,,,,,48136.29499997478,48135.48999995692,45305.532,45312.02499999199,45322.122,48140.566,,,
Question 2,html.Screen,2_3,2021-03-07T04:19:33.119Z,,,,,,true,FALSE,,2986.443999996518,response,,,,,,,,,,FALSE,click #choice-2,,,,,,51127.80999997631,51127.00999999652,48123.986,48136.44999999087,48140.566,51142.545,,,
End of Practice,html.Page,2_4,2021-03-07T04:19:34.944Z,,,,,,,,,1809.759999984337,form submission,,,,,,,,,,,,,,,,,52952.68499996746,52952.304999984335,51125.944,51127.944999956526,51142.545,52977.105,,,
Practice,flow.Sequence,2,2021-03-07T04:19:34.944Z,,,,,,,,,38116.952999984336,completion,,,,,,,,,,,,,,,,,52952.91499997256,52952.304999984335,14818.82,14823.800000012852,14835.352,52977.105,,,
Holding screen,html.Screen,3_0_0,2021-03-07T04:19:41.958Z,,,,,,,,,7004.443999999996,timeout,,,,,,,,,,,,,,,,,59966.79499995662,59964.997,52960.434,52953.1100000022,52977.105,59981.549,,,
screen,html.Screen,3_0_1_0,2021-03-07T04:19:48.962Z,,,7,,,,,,7004.615000000005,timeout,,,,3,,,,,,,,,,,,Dorothy ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,66970.32500000205,66969.579,59964.997,59967.11500000674,59981.549,66986.164,,0,Dorothy
screen,html.Screen,3_0_1_1,2021-03-07T04:19:54.096Z,,,7,,,,,,5117.840999971944,response,,,,3,,,,,,Space,keypress(Space),,,,,------- didn't ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,72104.99999998137,72104.00499997195,66969.579,66970.62999999616,66986.164,72106.363,,1,didn't
screen,html.Screen,3_0_1_2,2021-03-07T04:19:54.503Z,,,7,,,,,,404.45199998690805,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ know. --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,72511.65000000037,72510.8149999869,72090.372,72105.28499999782,72106.363,72523.229,,2,know.
screen,html.Screen,3_0_1_3,2021-03-07T04:19:54.927Z,,,7,,,,,,411.6009999837697,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- She ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,72935.66499999724,72934.82999998378,72506.656,72511.90499996301,72523.229,72940.215,,3,She
screen,html.Screen,3_0_1_4,2021-03-07T04:19:55.399Z,,,7,,,,,,466.52999998567975,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- looked ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,73407.5549999834,73406.74499998568,72923.574,72935.91000000015,72940.215,73423.862,,4,looked
screen,html.Screen,3_0_1_5,2021-03-07T04:19:55.767Z,,,7,,,,,,350.7829999976966,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ around --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,73775.49500000896,73774.64499999769,73407.255,73407.78999996837,73423.862,73790.712,,5,around
screen,html.Screen,3_0_1_6,2021-03-07T04:19:56.134Z,,,7,,,,,,351.7579999624868,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ her --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,74143.27499998035,74142.46999996249,73774.132,73775.72999999393,73790.712,74157.636,,6,her
screen,html.Screen,3_0_1_7,2021-03-07T04:19:56.463Z,,,7,,,,,,312.86899997567525,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- anxiously ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,74471.2849999778,74470.50499997567,74141.038,74143.51500000339,74157.636,74474.544,,7,anxiously
screen,html.Screen,3_0_1_8,2021-03-07T04:19:56.839Z,,,7,,,,,,371.915999971563,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- for<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,74847.29000000516,74846.45999997156,74457.901,74471.51999996277,74474.544,74858.085,,8,for
screen,html.Screen,3_0_1_9,2021-03-07T04:19:57.198Z,,,7,,,,,,348.2849999707687,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>some -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,75207.1499999729,75206.36999997078,74841.524,74847.52999997,74858.085,75230.616,,9,some
screen,html.Screen,3_0_1_10,2021-03-07T04:19:57.550Z,,,7,,,,,,327.7439999663475,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- familiar --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,75559.16000000434,75558.35999996634,75191.678,75207.38499995787,75230.616,75575.273,,10,familiar
screen,html.Screen,3_0_1_11,2021-03-07T04:19:57.910Z,,,7,,,,,,342.99699996555864,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- landmark; --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,75919.08500000136,75918.26999996556,75558.631,75559.39499998931,75575.273,75925.365,,11,landmark;
screen,html.Screen,3_0_1_12,2021-03-07T04:19:58.254Z,,,7,,,,,,336.8249999794498,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- but ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,76262.98499997938,76262.18999997946,75908.855,75919.33000000427,75925.365,76275.666,,12,but
screen,html.Screen,3_0_1_13,2021-03-07T04:19:58.638Z,,,7,,,,,,370.57399997275206,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- everything --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,76647.04000001075,76646.23999997275,76259.091,76263.21999996435,76275.666,76659.258,,13,everything
screen,html.Screen,3_0_1_14,2021-03-07T04:19:58.966Z,,,7,,,,,,314.8719999877794,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- was -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,76974.93500000564,76974.12999998778,76642.672,76647.27999997558,76659.258,76992.868,,14,was
screen,html.Screen,3_0_1_15,2021-03-07T04:19:59.366Z,,,7,,,,,,381.1969999817811,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- strange. -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,77374.84999996377,77374.06499998178,76959.541,76975.18499998841,76992.868,77400.611,,15,strange.
screen,html.Screen,3_0_1_16,2021-03-07T04:19:59.718Z,,,7,,,,,,325.40900000187685,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- Between<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,77726.80999996373,77726.02000000188,77359.831,77375.09499996668,77400.611,77743.366,,16,Between
screen,html.Screen,3_0_1_17,2021-03-07T04:20:00.118Z,,,7,,,,,,382.6789999827015,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>the -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,78126.89499999397,78126.0449999827,77726.734,77727.04500000691,77743.366,78143.633,,17,the
screen,html.Screen,3_0_1_18,2021-03-07T04:20:00.494Z,,,7,,,,,,358.29199998956756,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- branches -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,78502.7649999829,78501.92499998957,78126.992,78127.14499997674,78143.633,78510.403,,18,branches
screen,html.Screen,3_0_1_19,2021-03-07T04:20:00.910Z,,,7,,,,,,407.49199996229436,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- of --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,78918.75999997137,78917.8949999623,78493.871,78503.0099999858,78510.403,78927.432,,19,of
screen,html.Screen,3_0_1_20,2021-03-07T04:20:01.278Z,,,7,,,,,,358.322999960772,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- the ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,79286.49500000756,79285.75499996077,78910.842,78918.99499995634,78927.432,79294.334,,20,the
screen,html.Screen,3_0_1_21,2021-03-07T04:20:01.686Z,,,7,,,,,,399.3959999990475,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- many ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,79694.51499998104,79693.72999999905,79277.736,79286.72999999253,79294.334,79711.313,,21,many
screen,html.Screen,3_0_1_22,2021-03-07T04:20:02.094Z,,,7,,,,,,390.30699997217744,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- roads ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,80102.38999995636,80101.61999997217,79694.691,79694.75500000408,79711.313,80111.487,,22,roads
screen,html.Screen,3_0_1_23,2021-03-07T04:20:02.486Z,,,7,,,,,,382.127999984863,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- were ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,80494.37500000931,80493.61499998486,80094.957,80102.6299999794,80111.487,80528.513,,23,were
screen,html.Screen,3_0_1_24,2021-03-07T04:20:02.902Z,,,7,,,,,,380.9819999707688,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- green ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,80910.44000000693,80909.49499997078,80511.835,80494.61499997415,80528.513,80930.275,,24,green
screen,html.Screen,3_0_1_25,2021-03-07T04:20:03.301Z,,,7,,,,,,379.16000000285567,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- meadows --- -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,81310.2399999625,81309.43500000285,80895.466,80910.75999999885,80930.275,81312.36,,25,meadows
screen,html.Screen,3_0_1_26,2021-03-07T04:20:03.749Z,,,7,,,,,,444.9199999616103,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- and -<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,81758.07999999961,81757.27999996161,81295.733,81310.47999998555,81312.36,81762.655,,26,and
screen,html.Screen,3_0_1_27,2021-03-07T04:20:04.310Z,,,7,,,,,,555.4049999614072,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- a<br>--- ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,82318.8749999972,82318.0599999614,81746.057,81758.32500000251,81762.655,82329.635,,27,a
screen,html.Screen,3_0_1_28,2021-03-07T04:20:04.757Z,,,7,,,,,,435.579999963069,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>few ------ --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,82766.00000000326,82765.21499996306,82313.109,82319.11499996204,82329.635,82779.996,,28,few
screen,html.Screen,3_0_1_29,2021-03-07T04:20:05.197Z,,,7,,,,,,425.09899998297624,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- shrubs --- ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,83205.87999996496,83205.09499998298,82763.364,82766.2399999681,82779.996,83213.506,,29,shrubs
screen,html.Screen,3_0_1_30,2021-03-07T04:20:05.669Z,,,7,,,,,,463.6339999852353,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ and ------ --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,83678.0349999899,83677.13999998523,83196.982,83206.10999997007,83213.506,83680.541,,30,and
screen,html.Screen,3_0_1_31,2021-03-07T04:20:06.076Z,,,7,,,,,,404.4439999649476,response,,,,3,,,,,,Space,keypress(Space),,,,,"------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- trees, --- --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----",84085.774999985,84084.98499996495,83663.954,83678.29000001075,83680.541,84097.491,,31,"trees,"
screen,html.Screen,3_0_1_32,2021-03-07T04:20:06.540Z,,,7,,,,,,451.43899998992856,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ but --- -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,84549.71499997191,84548.92999998992,84080.905,84086.01999998791,84097.491,84564.503,,32,but
screen,html.Screen,3_0_1_33,2021-03-07T04:20:06.980Z,,,7,,,,,,424.4069999563799,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- she -------- --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,84989.78000000352,84988.90999995638,84547.867,84549.95499999495,84564.503,84998.054,,33,she
screen,html.Screen,3_0_1_34,2021-03-07T04:20:07.420Z,,,7,,,,,,430.7459999942221,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- couldn't --- --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,85429.64499996742,85428.79999999423,84981.479,84990.01999996835,84998.054,85431.73,,34,couldn't
screen,html.Screen,3_0_1_35,2021-03-07T04:20:07.836Z,,,7,,,,,,413.0049999914918,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- see --- ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,85845.56499996688,85844.73499999149,85415.099,85429.88499999046,85431.73,85848.668,,35,see
screen,html.Screen,3_0_1_36,2021-03-07T04:20:08.292Z,,,7,,,,,,452.0220000036643,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- the ----------<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,86301.44499999005,86300.69000000367,85832.051,85845.80999996979,85848.668,86315.65,,36,the
screen,html.Screen,3_0_1_37,2021-03-07T04:20:08.716Z,,,7,,,,,,408.9849999914004,response,,,,3,,,,,,Space,keypress(Space),,,,,------- ------ ----- --- ------ ------ --- --------- ---<br>---- -------- --------- --- ---------- --- -------- -------<br>--- -------- -- --- ---- ----- ---- ----- ------- --- -<br>--- ------ --- ------ --- --- -------- --- --- farm-house<br>---- ----- --- --- ---- ----- -- -------- --- --- ---- ----<br>------- ------ --- ------ --- --- -----,86725.44499998912,86724.6349999914,86299.032,86301.67999997502,86315.65,86732.47,,37,farm-house
