"subject","gender","age","education","list","experiment_time","trap_accuracy","honesty","subject_pool","filename"
158,"female",19,"A-Levels","G",20.8,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_13h04.47.799.csv"
159,"male",29,"GCSEs","G",22.9333,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_13h05.05.53.csv"
160,"male",27,"A-Levels","G",19.65,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_13h23.58.474.csv"
161,"male",30,"undergraduate","G",21.1833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_14h02.04.304.csv"
162,"female",43,"undergraduate","G",26.05,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_15h10.50.220.csv"
163,"male",50,"undergraduate","G",21.55,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_15h11.20.711.csv"
164,"male",30,"GCSEs","G",24.1333,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_15h12.14.39.csv"
165,"other",20,"A-Levels","G",21.2,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_15h13.44.859.csv"
166,"female",40,"undergraduate","G",18.9333,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_16h35.25.683.csv"
167,"male",38,"A-Levels","G",20.35,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_16h35.27.513.csv"
168,"male",39,"GCSEs","G",21.3167,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_16h42.56.800.csv"
169,"female",24,"A-Levels","G",30.25,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-02_16h49.55.126.csv"
170,"male",34,"A-Levels","G",18,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_17h36.32.35.csv"
171,"female",22,"undergraduate","G",17.5333,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_17h38.55.968.csv"
172,"female",30,"A-Levels","G",22.0167,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_17h48.06.446.csv"
173,"male",48,"postgraduate","G",24.3,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_17h52.47.604.csv"
174,"female",43,"postgraduate","G",16.85,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_18h32.25.821.csv"
175,"female",31,"undergraduate","G",28.8833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_18h48.43.783.csv"
176,"male",46,"A-Levels","G",17.5667,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_18h58.32.214.csv"
177,"male",47,"A-Levels","G",20.3667,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_21h43.22.782.csv"
178,"female",24,"undergraduate","G",25.8333,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_21h50.23.170.csv"
179,"male",50,"undergraduate","G",24.8833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-09_21h52.31.522.csv"
180,"male",34,"undergraduate","G",24.4167,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-12_18h26.09.354.csv"
181,"male",33,"A-Levels","G",16.3667,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-12_18h43.23.706.csv"
182,"female",39,"A-Levels","G",22.1667,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_G_PARTICIPANT_SESSION_2022-05-13_10h38.37.682.csv"
183,"male",26,"postgraduate","H",17.5,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_11h21.39.260.csv"
184,"female",27,"A-Levels","H",20.2833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_11h25.20.963.csv"
185,"female",46,"GCSEs","H",18.55,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_11h36.53.725.csv"
186,"female",31,"undergraduate","H",15.8333,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_11h42.56.64.csv"
187,"male",45,"undergraduate","H",15.9833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_11h46.43.872.csv"
188,"female",24,"postgraduate","H",12.9,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_12h35.13.604.csv"
189,"male",43,"A-Levels","H",17.5833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_12h40.13.948.csv"
190,"female",38,"undergraduate","H",20.3667,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_12h42.19.333.csv"
191,"male",25,"A-Levels","H",19.1667,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_13h07.41.106.csv"
192,"female",46,"A-Levels","H",23.7,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_13h13.19.162.csv"
193,"female",28,"A-Levels","H",19.2333,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_13h14.23.449.csv"
194,"female",39,"GCSEs","H",22.75,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_13h18.57.583.csv"
195,"female",42,"undergraduate","H",31.5833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_13h30.05.671.csv"
196,"male",40,"undergraduate","H",17.2833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_13h55.44.790.csv"
197,"female",45,"undergraduate","H",18.4,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_13h59.51.174.csv"
198,"male",35,"A-Levels","H",15.8833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_14h03.21.630.csv"
199,"male",37,"A-Levels","H",21.3167,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_14h04.58.59.csv"
200,"male",39,"A-Levels","H",16.6667,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_14h05.45.787.csv"
201,"female",34,"postgraduate","H",15.6333,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_14h27.36.541.csv"
202,"female",47,"undergraduate","H",19.1,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_14h36.01.163.csv"
203,"male",39,"undergraduate","H",20.6,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_14h40.12.698.csv"
204,"female",39,"undergraduate","H",19.6833,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_14h40.15.461.csv"
205,"male",36,"A-Levels","H",26.5,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-03_14h44.27.54.csv"
206,"male",32,"undergraduate","H",20.4167,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-12_19h02.31.231.csv"
207,"male",27,"GCSEs","H",20.3167,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-12_19h17.39.714.csv"
208,"female",33,"undergraduate","H",19.1167,1,"1","Prolific","Experiment3/data/raw/PROLIFIC3_Music_H_PARTICIPANT_SESSION_2022-05-12_23h53.46.121.csv"
