"subject","gender","age","education","list","experiment_time","trap_accuracy","honesty","subject_pool","filename"
156,"male",31,"A-Levels","E",18.95,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-15_13h37.20.678.csv"
157,"female",21,"undergraduate","E",16.0667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-17_14h34.57.17.csv"
158,"female",26,"undergraduate","E",18.7167,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-17_14h35.55.423.csv"
159,"female",39,"undergraduate","E",16.4167,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-17_14h52.31.332.csv"
160,"female",37,"postgraduate","E",15.55,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-17_14h52.32.111.csv"
161,"male",23,"undergraduate","E",20.6,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-17_14h54.41.570.csv"
162,"male",38,"A-Levels","E",17.1833,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-17_15h01.15.705.csv"
163,"male",23,"undergraduate","E",14.2833,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-17_15h06.44.111.csv"
164,"female",23,"GCSEs","E",19.4833,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-17_15h09.32.184.csv"
165,"female",23,"undergraduate","E",16.5333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-21_17h04.31.765.csv"
166,"female",39,"postgraduate","E",14.6333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-21_17h04.44.345.csv"
167,"male",48,"undergraduate","E",17.9,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-21_17h07.34.213.csv"
168,"female",19,"A-Levels","E",15.8667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-02-21_17h13.46.458.csv"
169,"female",-39,"undergraduate","E",11.85,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-05-11_14h23.23.727.csv"
170,"male",33,"GCSEs","E",16.3,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_E__PARTICIPANT_SESSION_2022-05-11_14h28.12.939.csv"
171,"female",21,"A-Levels","F",12.4333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-01_14h38.19.196.csv"
172,"male",35,"undergraduate","F",15.6667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-01_14h45.03.478.csv"
173,"female",22,"undergraduate","F",11.9167,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h15.43.489.csv"
174,"male",25,"undergraduate","F",14.9833,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h19.58.749.csv"
175,"female",28,"postgraduate","F",17.3,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h20.27.74.csv"
176,"female",20,"undergraduate","F",17.5167,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h20.59.859.csv"
177,"female",21,"A-Levels","F",17.3167,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h21.32.828.csv"
178,"male",30,"postgraduate","F",15.1333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h21.35.71.csv"
179,"female",26,"undergraduate","F",16.0667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h24.38.155.csv"
180,"male",30,"undergraduate","F",18.3333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h26.00.492.csv"
181,"female",26,"postgraduate","F",21.9333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-03_13h35.45.947.csv"
182,"female",28,"undergraduate","F",14.6167,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-15_14h20.44.242.csv"
183,"male",36,"postgraduate","F",15.8333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-15_14h21.47.739.csv"
184,"female",42,"A-Levels","F",17.3167,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-15_14h24.17.723.csv"
185,"female",26,"undergraduate","F",14.4667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-15_14h24.35.106.csv"
186,"male",49,"A-Levels","F",21.2667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-15_14h28.01.940.csv"
187,"female",32,"undergraduate","F",22.9,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-15_14h29.13.821.csv"
188,"female",26,"GCSEs","F",42.0333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-15_14h50.02.542.csv"
189,"female",36,"postgraduate","F",22.3333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-15_15h34.47.925.csv"
190,"male",44,"undergraduate","F",16.7833,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-17_16h59.04.890.csv"
191,"male",44,"undergraduate","F",16.8,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-17_16h59.26.715.csv"
192,"female",24,"undergraduate","F",18.3833,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-17_17h02.00.730.csv"
193,"male",27,"undergraduate","F",17.9,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-17_17h03.45.43.csv"
194,"female",28,"postgraduate","F",21,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-17_17h06.40.420.csv"
195,"female",34,"A-Levels","F",23.2833,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-17_17h07.17.941.csv"
196,"female",50,"postgraduate","F",21.5333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-17_17h07.19.565.csv"
197,"female",24,"undergraduate","F",15.1667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-18_13h19.27.191.csv"
198,"female",30,"A-Levels","F",13.6333,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-18_13h19.40.425.csv"
199,"female",25,"A-Levels","F",13.7667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-18_13h20.31.86.csv"
200,"female",25,"postgraduate","F",15.7,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-18_13h21.23.818.csv"
201,"male",34,"undergraduate","F",16.35,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-18_13h25.33.785.csv"
202,"female",20,"A-Levels","F",22.7,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-18_13h27.18.644.csv"
203,"male",35,"undergraduate","F",14.4667,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-02-18_13h57.24.631.csv"
204,"male",25,"undergraduate","F",12.6167,1,"1","Prolific ","Experiment2/data/raw/PROLIFIC2_Music_F_PARTICIPANT_SESSION_2022-05-11_14h56.47.493.csv"
